,Neighborhood,Latitude,Longitude,Venue,Venue Category,Venue id,Venue Latitude,Venue Longitude,Rating,Tier,Likes
0,"6002, Luzern",47.0596,8.306000000000001,Restaurant Il cortile,Italian Restaurant,5579c786498eee541acc26bc,47.050549,8.302204,,2.0,3
1,"6002, Luzern",47.0596,8.306000000000001,Restaurant Schützengarten,,4d2b6353ebacb1f7e89e0b50,47.050422,8.29932,,,0
2,"6002, Luzern",47.0596,8.306000000000001,Balance Restaurant,Modern European Restaurant,53025f3411d26a83d3ec0d1c,47.05125,8.304705,7.0,,8
3,"6002, Luzern",47.0596,8.306000000000001,Hotel des Alpes Restaurant,Swiss Restaurant,539dc3ea498ef1b1c9d0cdc6,47.05207601504688,8.307575302651754,7.0,3.0,8
4,"6002, Luzern",47.0596,8.306000000000001,Jam Jam - Bar - Lounge - Restaurant,Mediterranean Restaurant,4e976e06754af807df955a71,47.05051339940568,8.30091896797105,7.5,2.0,16
5,"6002, Luzern",47.0596,8.306000000000001,Regatta Restaurant,,4dd92d0fae60680f1530f1ef,47.06302112441482,8.299545390276883,,,0
6,"6002, Luzern",47.0596,8.306000000000001,Ghandi Indian Restaurant,Indian Restaurant,523ca72a498e6984274dd50f,47.052837,8.304703,,2.0,1
7,"6002, Luzern",47.0596,8.306000000000001,Coop Restaurant,Restaurant,4da031c56fd254819308599b,47.056669,8.310432,,2.0,5
8,"6002, Luzern",47.0596,8.306000000000001,Rathaus Brauerei,Brewery,4b9a4f3df964a52053ab35e3,47.051791787098146,8.30653543755726,8.5,2.0,136
9,"6002, Luzern",47.0596,8.306000000000001,Hotel Falken / Restaurant Fonduehouse,,502c1c19e4b061bcc8d6f593,47.05494325867685,8.309286771171916,,,0
10,"6002, Luzern",47.0596,8.306000000000001,Luzernerhof Restaurant,Italian Restaurant,52bc7b7a498e786c0c5e783e,47.0546052816733,8.311149714778452,,2.0,0
11,"6002, Luzern",47.0596,8.306000000000001,Hotel Schiff Restaurant,Swiss Restaurant,4e8b44dabe7b5e7d964ff3d0,47.05180731381151,8.305650953895205,,3.0,0
12,"6002, Luzern",47.0596,8.306000000000001,Cheers  Restaurant /Pub,Pizza Place,50e87f6ae4b07ff455c862d6,47.051339,8.301131,,1.0,0
13,"6002, Luzern",47.0596,8.306000000000001,Ameron Hotel Flora Lucerne Restaurant,Restaurant,52aea63911d247903d08d501,47.05044937133789,8.307689666748047,,2.0,1
14,"6002, Luzern",47.0596,8.306000000000001,Bourbaki Bar/Bistro,Bar,4d458196befe236ad7d3ffe2,47.05687304983819,8.310931828208547,7.7,2.0,29
15,"6002, Luzern",47.0596,8.306000000000001,Nix' s in der Laterne,Swiss Restaurant,4ce6d36e948f224b2547e65d,47.05101291139295,8.303006519432522,8.3,3.0,16
16,"6002, Luzern",47.0596,8.306000000000001,Ristorante Pizzeria Modomio,Pizza Place,4b47c235f964a520783d26e3,47.05210479899822,8.300637963166421,7.7,1.0,7
17,"6003, Luzern",47.0501,8.297,Restaurant & Hotel STERN,Swiss Restaurant,4d8a523b1508a143be4c221e,47.04927587101564,8.303042624666395,7.7,3.0,30
18,"6003, Luzern",47.0501,8.297,Bellini Restaurant,Italian Restaurant,4c29cf2497d00f4797e841ea,47.04853965094597,8.30872704919166,7.0,2.0,12
19,"6003, Luzern",47.0501,8.297,Max Restaurant & Bar,Bar,4bd3863fcaff9521602cd5f0,47.04871825223504,8.307618337941879,7.2,2.0,22
20,"6003, Luzern",47.0501,8.297,Migros Restaurant,Restaurant,4d7230f55838a093023307db,47.04608954521781,8.307219743728638,,2.0,1
21,"6003, Luzern",47.0501,8.297,Restaurant Gütsch,Swiss Restaurant,568bf53d498e02a9dafd7de3,47.05165298958845,8.295476434192304,,3.0,3
22,"6003, Luzern",47.0501,8.297,Restaurant Anker,BBQ Joint,58656ca6876ade0a35076d42,47.048083,8.304108,6.9,2.0,6
23,"6003, Luzern",47.0501,8.297,Restaurant Reussfähre,Swiss Restaurant,4e29546e52b1c37d35ca97f2,47.05480127116082,8.293411093361474,7.4,3.0,6
24,"6003, Luzern",47.0501,8.297,Restaurant China Garden,,4f8f3971e4b0e252870f38bc,47.049481622871106,8.300543231893586,,,0
25,"6003, Luzern",47.0501,8.297,Mr. Rung Asain Restaurant,Asian Restaurant,554ba0fc498e5fd9879489f0,47.049716,8.299505,,2.0,2
26,"6003, Luzern",47.0501,8.297,Restaurant Neustadt,Restaurant,4bc765152f94d13af4d7117f,47.04462920104581,8.30869855584796,,2.0,5
27,"6003, Luzern",47.0501,8.297,Restaurant Wirth,,4fde53ade4b06c92711ce873,47.047613,8.302316,,,0
28,"6003, Luzern",47.0501,8.297,Restaurant Schmiede,Swiss Restaurant,4c65930b7abde21ec0156168,47.048567,8.303749,,3.0,0
29,"6003, Luzern",47.0501,8.297,Restaurant City,Doner Restaurant,52dfb85b498e6e7a899f832c,47.047693,8.305892,,,0
