,Neighborhood,Latitude,Longitude,Venue,Venue Category,Venue id,Venue Latitude,Venue Longitude,Rating,Tier,Likes
0,"3007, Bern",46.9392,7.4346,Restaurant Kinderklinik,Restaurant,4dac0cbf6e81162ae7f90057,46.943757,7.427089,,2.0,1
1,"3007, Bern",46.9392,7.4346,dr Süder restaurant,French Restaurant,4c5d99eed25320a11d69c67a,46.938723333318805,7.428160930322838,8.0,3.0,11
2,"3007, Bern",46.9392,7.4346,Abyssinia Restaurant Bern,Ethiopian Restaurant,591d890153159316e9a16a3d,46.937027,7.431897,,2.0,0
3,"3007, Bern",46.9392,7.4346,Asia Restaurant Bambus Wok,Asian Restaurant,5820711b4972292abe154a9b,46.941118,7.431489,,2.0,0
4,"3007, Bern",46.9392,7.4346,Akul Restaurant,,4c8f4d871664b1f76d1ba72f,46.94399092172433,7.436020044362479,,,0
5,"3007, Bern",46.9392,7.4346,Restaurante Pizzeria Atlantico,Restaurant,4dc90ddf52b1b9daeb5686b0,46.94264021777579,7.43160336030408,,2.0,0
6,"3007, Bern",46.9392,7.4346,Pangäa,Mediterranean Restaurant,4bc48af474a9a593a5efd5f6,46.94674604837982,7.438971651517092,7.2,2.0,33
7,"3007, Bern",46.9392,7.4346,Hotel National,Hotel,4b86fac7f964a5205ea931e3,46.94616859568682,7.437319898688118,6.0,,9
8,"3007, Bern",46.9392,7.4346,Eiger Brasserie,Swiss Restaurant,4d5a5c0035966dcbfba95f28,46.94170114979004,7.430774758848801,,3.0,5
9,"3007, Bern",46.9392,7.4346,Cavallo Star,Italian Restaurant,4bc83b4c92b376b0ae03513a,46.94736307617439,7.438539053384697,6.3,2.0,6
10,"3007, Bern",46.9392,7.4346,Azzurro Terra & Mare,Italian Restaurant,4b785477f964a520dfc52ee3,46.948312,7.428266,7.3,2.0,24
11,"3007, Bern",46.9392,7.4346,Tien Tien,Chinese Restaurant,4c7bee042d3ba143627595d0,46.9421614429972,7.431027889251709,,1.0,0
12,"3007, Bern",46.9392,7.4346,Boky,Chinese Restaurant,4b6b0f2cf964a520feef2be3,46.94726155964561,7.436945087691566,5.7,1.0,4
13,"3007, Bern",46.9392,7.4346,Brunnhof,Swiss Restaurant,4b857914f964a520336031e3,46.94423708666202,7.428080410566307,,3.0,3
14,"3007, Bern",46.9392,7.4346,la Calèche,Restaurant,4f5f4bb5c2ee84c290fe80ad,46.947405861601624,7.437014579772949,,2.0,1
15,"3007, Bern",46.9392,7.4346,Le Cèdre,Middle Eastern Restaurant,4cc95a15bcb1b1f796730e8a,46.94810410464508,7.4278815783730545,,2.0,1
16,"3007, Bern",46.9392,7.4346,Plattform Restaurants,Restaurant,506deb35e4b0d9d5cc7b8469,46.947774121760915,7.443681774920527,5.5,2.0,9
17,"3008, Bern",46.9546,7.4207,Restaurant Stella,Restaurant,58046de938fab52288e2c07a,46.948762799545996,7.424301911070077,,2.0,2
18,"3008, Bern",46.9546,7.4207,tulsi Indisches Restaurant,Indian Restaurant,54f0cd22498e19d7bbf6faab,46.954229136626715,7.425026564094221,,2.0,7
19,"3008, Bern",46.9546,7.4207,Restaurant Ali Baba,Turkish Restaurant,4c0e74bfd64c0f472b33285d,46.953878,7.430697,,2.0,0
20,"3008, Bern",46.9546,7.4207,Restaurant Weyermannshaus,Portuguese Restaurant,5107a6c8e4b015f2a9bd056c,46.948985,7.411308,,2.0,0
21,"3008, Bern",46.9546,7.4207,Restaurant Giardino @ Inselspital,Swiss Restaurant,4f227082e4b04f6e671323d9,46.946081034709785,7.420597411275815,,3.0,1
22,"3008, Bern",46.9546,7.4207,Goût Restaurant,New American Restaurant,4fc68203e4b064a315b3e1a8,46.956685,7.43249,,3.0,0
23,"3008, Bern",46.9546,7.4207,Migros Restaurant,Buffet,56027f5b498e5def6f49523d,46.95389565005227,7.432479048471222,,,0
24,"3010, Bern",46.9471,7.4244,China Restaurant Fischermätteli,Chinese Restaurant,4fde5399e4b0ec5a8f9d1c66,46.94108136518521,7.417374571285636,6.4,1.0,5
25,"3010, Bern",46.9471,7.4244,Restaurant Pizzeria Lory,Pizza Place,4f3018ace4b050b64be4cdc0,46.94426083688689,7.421239907565524,,1.0,2
26,"3010, Bern",46.9471,7.4244,Restaurant Café Pizzeria L'Angolo,Pizza Place,4e1ca9d6c65bc4a776bd0bc3,46.94084114979334,7.418729155702098,,1.0,3
27,"3010, Bern",46.9471,7.4244,Parterre,Bar,4b8d8071f964a5208eff32e3,46.95145720864953,7.4348927207009075,7.3,2.0,18
28,"3011, Bern",46.948,7.4484,Restaurant Meridiano,Restaurant,4dd66eacae60680f14ecf8f1,46.95326233244781,7.447982155601246,7.2,2.0,8
29,"3012, Bern",46.9616,7.426,Restaurant la Rotonda,Italian Restaurant,4bff9df1ca1920a17900ed81,46.95704842623155,7.437546032885449,,2.0,0
30,"3013, Bern",46.9562,7.4462,Restaurant Wylerbad,,4d8095c7ab666ea83c8c07c1,46.954281,7.448691,,,0
31,"3013, Bern",46.9562,7.4462,Restaurant Roemer,,4dd54aa2c65be32e5f98baad,46.95724051852888,7.450451109712637,,,0
32,"3013, Bern",46.9562,7.4462,Restaurant Treffpunkt,Swiss Restaurant,531082ad498e16d37c024a73,46.95559002219035,7.4599599292964855,6.4,3.0,5
33,"3013, Bern",46.9562,7.4462,Restaurant Pfiff,Café,5113db78e4b0b2e48d11f7b9,46.961196,7.453065,,1.0,0
34,"3013, Bern",46.9562,7.4462,Büner Restaurant & Vinothek,French Restaurant,5177e2b8498e4d1146914469,46.95711230097845,7.45659267776965,,3.0,4
35,"3013, Bern",46.9562,7.4462,3dosha Ayurveda Restaurant,Indian Restaurant,50abea1ce4b082c93ab23d75,46.95708488644476,7.45289386562074,,2.0,0
36,"3013, Bern",46.9562,7.4462,Divino Bar Cafe Restaurant,Café,4b050f95f964a5201d5722e3,46.94958336543121,7.442432858977614,5.7,1.0,4
37,"3013, Bern",46.9562,7.4462,Brother Frank Pop Up Restaurant,Vietnamese Restaurant,56d0b7b8498ee4bf81eb5947,46.94942853611478,7.44083080655385,,2.0,0
38,"3014, Bern",46.9622,7.4584,Coop Restaurant,Restaurant,4d78c631d7edb60c6dd1f91a,46.962986,7.464128,,2.0,0
39,"3014, Bern",46.9622,7.4584,Migros Restaurant,Restaurant,4d81eb80c8bdb1f7a5aed2c2,46.96496401842495,7.45867040556131,,2.0,0
40,"3014, Bern",46.9622,7.4584,Restaurant PostFinance-Arena,Restaurant,4ef9761b02d5abdcbd1fc926,46.958298118084464,7.468070164977333,,2.0,0
41,"3014, Bern",46.9622,7.4584,Walter Bar-Café Restaurant,Gastropub,4cf6792c9d11b1f70bbac0ed,46.9635987,7.465683500000001,5.2,3.0,7
42,"3014, Bern",46.9622,7.4584,Restaurant Pizzeria Eintracht,Italian Restaurant,4e555a18aeb75a7448df92b3,46.96117463179844,7.464427256818809,,2.0,0
43,"3014, Bern",46.9622,7.4584,Restaurant Swisscom Business Park,,5029792ce4b0f6fce2d3f673,46.966321,7.456353,,,0
44,"3014, Bern",46.9622,7.4584,Restaurant Emmentaler,Fondue Restaurant,532dca1c498e457b4ac52815,46.95905707903539,7.468830728826263,,,0
45,"3014, Bern",46.9622,7.4584,Restaurant Buitoni,Italian Restaurant,4ede622629c2b9122d1452be,46.958647879008936,7.468410714554117,,2.0,0
46,"3014, Bern",46.9622,7.4584,Eleven,Restaurant,4dbe81defa8cee72738095ba,46.962022175036395,7.4650829916146755,6.8,2.0,17
47,"3014, Bern",46.9622,7.4584,Caledonia,Restaurant,4da557574df024212d463b12,46.95782582139881,7.466717244243369,6.0,2.0,5
48,"3014, Bern",46.9622,7.4584,Palette,Bar,4f985cfbe4b0aaa3be064860,46.958086044147244,7.45664832460725,,2.0,0
49,"3014, Bern",46.9622,7.4584,Coop Supermarkt Bern Breitenrain,Supermarket,504f47ddf1ba6afe50c96495,46.95926353,7.45511338,6.3,,2
