,Neighborhood,Latitude,Longitude,Venue,Venue Category,Venue id,Venue Latitude,Venue Longitude,Rating,Tier,Likes
0,"1204, Genève",46.2024,6.145,Restaurant Romandine,Swiss Restaurant,57d32a4a498ee4d35b40872a,46.20222,6.1485124,,3.0,0
1,"1204, Genève",46.2024,6.145,Restaurant MONNA ISA,Italian Restaurant,5890e2348b0ebb5d012da44b,46.200558,6.1491547,,2.0,3
2,"1204, Genève",46.2024,6.145,Manora Restaurant,Restaurant,4c1f60bc63750f470700bb67,46.206948753860146,6.14277222848627,8.1,2.0,79
3,"1204, Genève",46.2024,6.145,Restaurant Cave à Paul,,50282783e4b0b9a32486d9dc,46.200933,6.140072,,,0
4,"1204, Genève",46.2024,6.145,restaurant el rey,Spanish Restaurant,4b7be0ebf964a520ca712fe3,46.201484549999996,6.151332816666668,,2.0,2
5,"1204, Genève",46.2024,6.145,Restaurant Maxim's,,4fdfa550e4b0a3fcbf41c38d,46.20325026452365,6.135416532306803,,,0
6,"1204, Genève",46.2024,6.145,Restaurant Café Rafael,,501af899e4b08720c371d179,46.205429,6.140002,,,0
7,"1204, Genève",46.2024,6.145,Restaurant le Petit Bellini,,4fe4eb6ae4b0c7d6baa5bdab,46.202722,6.151692,,,0
8,"1204, Genève",46.2024,6.145,Restaurant le Globe,,50340532e4b026a09b28f76c,46.203399,6.138146,,,0
9,"1204, Genève",46.2024,6.145,Restaurant Lin-Xiang,Asian Restaurant,4b8bb44af964a520b3a732e3,46.20276606139916,6.15083523119564,5.1,2.0,4
10,"1204, Genève",46.2024,6.145,Restaurant le Picholet,,503556b8e4b084f7d8bee379,46.203364,6.137849,,,0
11,"1204, Genève",46.2024,6.145,restaurant foret de bambous,Restaurant,5866ae9a8d8e995f73090a1e,46.20834,6.1432543,,2.0,3
12,"1205, Genève",46.1952,6.1436,Calabria Restaurant,Pizza Place,4ca6251797c8a1cd34706da5,46.1926436547763,6.1387824040237104,8.5,1.0,26
13,"1205, Genève",46.1952,6.1436,Restaurant de Sciences II,College Cafeteria,4ea7dce39adfcc4eb0b7aca0,46.198016,6.13234,,,0
14,"1205, Genève",46.1952,6.1436,Restaurant de la Queue d'Arve,Brewery,4b60297df964a520fdd729e3,46.19673065847606,6.12989181039442,,2.0,1
15,"1205, Genève",46.1952,6.1436,Restaurant Bar à Soupe,,4ff8b178e4b033b23c26d1ac,46.194096,6.144531,,,0
16,"1205, Genève",46.1952,6.1436,Restaurant Labroc,,4fdbb0a6e4b056d3bcc8c949,46.195412,6.141412,,,0
17,"1205, Genève",46.1952,6.1436,Restaurant des Licenciés,,4f972285e4b03246906eba42,46.193722,6.142538,,,0
18,"1205, Genève",46.1952,6.1436,Restaurant Chantilly,,50203edce4b09ee4dfc4468f,46.193865,6.141878,,,0
19,"1205, Genève",46.1952,6.1436,Restaurant Dixieme Etage Hopital,Restaurant,4ebbe4b68231dffdaf4be5d3,46.19249205397162,6.149176808796186,,2.0,0
20,"1205, Genève",46.1952,6.1436,Restaurant L'Artichaut,Restaurant,4ca691db14c33704b841c13b,46.190016205713626,6.140322799267204,8.2,2.0,7
21,"1205, Genève",46.1952,6.1436,Snack Restaurant Leschot,Turkish Restaurant,4f1413dde4b03856f2f3b045,46.19661705919016,6.144150986416153,,2.0,4
22,"1205, Genève",46.1952,6.1436,Restaurant Migros,Restaurant,4f17fd31e4b037c5500b1740,46.19297952316753,6.143586011631466,,2.0,0
23,"1205, Genève",46.1952,6.1436,Restaurant Galliano,Peruvian Restaurant,4feb5982e4b0b5eca7380608,46.190110055895815,6.140162062800201,,2.0,0
24,"1205, Genève",46.1952,6.1436,Restaurant le Safari,,503bee22e4b0824d0c5dda9d,46.191844,6.14288,,,0
25,"1205, Genève",46.1952,6.1436,Restaurant Carabin,Portuguese Restaurant,50afbedd498e8cffe16647c3,46.191354,6.146551,,2.0,1
26,"1205, Genève",46.1952,6.1436,Papaya Restaurant,Thai Restaurant,4c015c15b0702d7fe81b6378,46.193913,6.143044,,2.0,0
