,Neighborhood,Latitude,Longitude,Venue,Venue Category,Venue id,Venue Latitude,Venue Longitude,Rating,Tier,Likes
0,"3014, Bern",46.9622,7.4584,Büner,French Restaurant,4bfebc60daf9c9b6142cf9ef,46.957374,7.456543,,3.0,3.0
1,"3014, Bern",46.9622,7.4584,Henri's,Restaurant,4d5eba0a29ef236a731a9059,46.959939864263646,7.4676959367202835,,2.0,4.0
2,"3014, Bern",46.9622,7.4584,Al Parco,Swiss Restaurant,4c1b87c555e4c9b69e714923,46.96618991144231,7.454765784801038,,3.0,0.0
3,"3014, Bern",46.9622,7.4584,Personalrestaurant SBB,Restaurant,4bbdb2b04e069c74affc9ee3,46.96143245186031,7.445975472974024,,2.0,2.0
4,"3014, Bern",46.9622,7.4584,Personalrestaurant Post,Restaurant,4dc1204752b1877d85ac281d,46.953374349114355,7.4576176433480095,,2.0,1.0
5,"3015, Bern",46.9402,7.4855,Restaurant Flamingo GmbH,Restaurant,5763e7bc498ebe1c96515fb5,46.9474374,7.4905823,,2.0,0.0
6,"3015, Bern",46.9402,7.4855,Restaurant Caletta,Mediterranean Restaurant,4e297cc1b0fba988bb767446,46.931966082691005,7.48406999282304,,2.0,3.0
7,"3015, Bern",46.9402,7.4855,Restaurant Thoracker,Restaurant,4f9c16d0e4b0176465b9b678,46.935099,7.489592,,2.0,2.0
8,"3017, Bern",46.9476,7.4065,Restaurant Jäger,Swiss Restaurant,4cb947cdbac93704d287e37c,46.94888910853403,7.398063087014344,7.6,3.0,7.0
9,"3017, Bern",46.9476,7.4065,Restaurant Panorama,Restaurant,4d89e314b799a35de4cc9e63,46.943712033333334,7.410022566666666,,2.0,0.0
10,"3017, Bern",46.9476,7.4065,Restaurant Centro Gallego,Spanish Restaurant,5131d58ee4b0ee8b2daed0e3,46.943164,7.410857,,2.0,0.0
11,"3017, Bern",46.9476,7.4065,Restaurant Waldeck,Restaurant,51117073e889868f152e5be9,46.94246909067581,7.405085563659667,,2.0,0.0
12,"3017, Bern",46.9476,7.4065,Restaurant Frohsinn,,4f461952e4b03de988cde9f0,46.94745968008113,7.398161186820681,,,0.0
13,"3017, Bern",46.9476,7.4065,Restaurant Luna,Restaurant,4d88db73401a224bc9d28018,46.941560792434245,7.408647537231445,,2.0,0.0
14,"3017, Bern",46.9476,7.4065,Restaurant Höhe,,4f972290e4b03246906ec333,46.943059,7.397481,,,0.0
15,"3017, Bern",46.9476,7.4065,Restaurant Tea Room Blumenfeld,Gastropub,577f58f9498e29cc4e2c6b35,46.9488424,7.3928419,,3.0,0.0
16,"3017, Bern",46.9476,7.4065,Restaurant Acher,,500c780ce4b07352bcf86cf1,46.950347,7.392878,,,0.0
17,"3017, Bern",46.9476,7.4065,Restaurant Schlossbümpliz,,4f9873f4e4b0e84394860513,46.944237,7.391538,,,0.0
18,"3017, Bern",46.9476,7.4065,Orient Restaurant Chez Haydar,Turkish Restaurant,4f941e6be4b0f63925bb252f,46.942151178676795,7.396103818861804,,2.0,0.0
19,"3017, Bern",46.9476,7.4065,Hotel- Restaurant Seeblick,,500c7804e4b0938453d0851e,46.94428865373084,7.40829849078261,,,0.0
20,"3017, Bern",46.9476,7.4065,Transform @ Restaurant AS,Music Venue,56b4517c498e5aebeb8eb1bf,46.943667,7.410315,,,0.0
21,"3017, Bern",46.9476,7.4065,Trucker Restaurant Bar,Bar,51361fede4b0fc206383977a,46.944257,7.398599,,2.0,0.0
22,"3017, Bern",46.9476,7.4065,Nemrut Restaurant,,4cc9ba4cdbc376b07c89a4bc,46.949906,7.39706,,,0.0
23,"3017, Bern",46.9476,7.4065,Coop Restaurant,Restaurant,504f47ddf1ba6afe50c964a0,46.950631389383176,7.393450021555213,,2.0,4.0
24,"3017, Bern",46.9476,7.4065,Coop Supermarkt Bern Bethlehem,Supermarket,4f674a12e4b045fbd6474a65,46.95084,7.3920949,7.3,,7.0
25,"3018, Bern",46.9339,7.3891,Restaurant Kleefeld,Restaurant,4ba35f04f964a520ff3738e3,46.934495422582366,7.389176495955478,,2.0,0.0
26,"3018, Bern",46.9339,7.3891,Coop Restaurant,Restaurant,504f47ddf1ba6afe50c9649f,46.94090951367355,7.392042794912334,,2.0,0.0
27,"3018, Bern",46.9339,7.3891,Personalrestaurant PostFinance,Restaurant,4e1c1c4ab61cb7bbd0d852c9,46.93328688781669,7.390412651573333,,2.0,0.0
28,"3018, Bern",46.9339,7.3891,Wangenbrüggli,Italian Restaurant,4ea9954db634441589d88713,46.925922095251146,7.377915709394801,,2.0,2.0
29,"3018, Bern",46.9339,7.3891,Coop Supermarkt Bern Bümpliz,Supermarket,4d8f55d8d00a6ea8c6a3cc4f,46.94118391,7.39107603,,,0.0
30,"3019, Bern",46.931000000000004,7.3479,Restaurant Bären,Restaurant,50ca23f5e4b06467044d96db,46.933968343732055,7.350960317480671,,2.0,4.0
31,"3019, Bern",46.931000000000004,7.3479,Bachmätteli Restaurant (Migros),Restaurant,589b2943a6118c49750da9de,46.936817,7.358615,,2.0,0.0
32,"3027, Bern",46.9558,7.3872,Restaurant Tscharnergut,,4d04b4aa0e49721eeb96727f,46.95041504731047,7.389493033813523,,,0.0
